data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage,cbmaker,combos,sfiha,kit1,kit2,snack,pastas,dishes,promotion,savory,salads,range,dessert1,desserte,pizzas1,pizzase,beverage1,beveragee,cbmaker1,cbmakere,combos1,combose,sfiha1,sfihae,kit11,kit1e,kit21,kit2e,snack1,snacke,pastas1,pastase,dishes1,dishese,promotion1,promotione,savory1,savorye,salads1,saladse
"09/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62063.00,3.75,19.70,12.50,15.82,86.75,0.60,"SAT",3,3,4736.00,500.00,2351.00,51.00,7194.00,32277.00,42.00,12.00,1558.00,604.00,697.00,0.00,12014.00,27.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"11/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,30140.00,3.75,27.80,14.90,21.58,71.25,6.20,"MON",1,3,1933.00,162.00,1183.00,4.00,2289.00,16094.00,11.00,3.00,594.00,386.00,366.00,0.00,7078.00,37.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"08/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57246.00,2.00,20.80,14.30,16.10,83.25,0.60,"FRI",2,3,4171.00,412.00,2273.00,33.00,6235.00,29581.00,53.00,8.00,1495.00,520.00,583.00,0.00,11862.00,20.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"12/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,37179.00,3.75,27.90,17.30,23.46,59.00,4.90,"TUE",1,3,2781.00,245.00,1557.00,11.00,2937.00,18477.00,23.00,28.00,935.00,558.00,588.00,0.00,9008.00,31.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"14/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,35617.00,0.20,21.20,13.40,15.56,86.75,3.97,"TUR",1,3,2621.00,244.00,1480.00,20.00,3342.00,16013.00,22.00,3.00,786.00,519.00,471.00,0.00,10063.00,33.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"13/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,33743.00,6.80,24.20,13.20,19.96,83.75,0.80,"WED",1,3,2124.00,190.00,1358.00,12.00,2526.00,17708.00,20.00,3.00,691.00,394.00,446.00,0.00,8235.00,36.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"15/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53312.00,3.75,16.80,12.50,14.58,86.00,3.97,"FRI",2,3,4237.00,447.00,2107.00,44.00,6221.00,27066.00,55.00,4.00,1378.00,531.00,458.00,0.00,10746.00,18.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"16/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,56884.00,3.75,16.20,13.50,14.50,84.50,3.97,"SAT",3,3,4167.00,460.00,2181.00,49.00,7278.00,28632.00,62.00,7.00,1424.00,617.00,618.00,0.00,11362.00,27.00,"Range-21",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"17/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,47920.00,3.75,20.10,13.60,15.76,82.50,1.50,"SUN",3,3,4714.00,360.00,2034.00,35.00,6031.00,22043.00,53.00,10.00,1077.00,675.00,584.00,0.00,10279.00,25.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"18/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,29933.00,3.75,22.00,13.90,16.82,81.50,3.60,"MON",1,3,1992.00,165.00,1156.00,13.00,2413.00,15612.00,15.00,4.00,536.00,415.00,355.00,0.00,7234.00,23.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"19/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,29997.00,3.75,23.30,15.00,17.88,80.50,6.60,"TUE",1,3,2013.00,161.00,1149.00,11.00,2270.00,15426.00,16.00,10.00,555.00,340.00,326.00,0.00,7700.00,20.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"20/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,35064.00,3.75,25.50,14.70,19.56,66.50,7.70,"WED",1,3,2252.00,167.00,1239.00,14.00,2651.00,18324.00,20.00,4.00,627.00,346.00,417.00,0.00,8976.00,27.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"23/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53950.00,3.75,26.40,14.60,20.28,60.25,6.80,"SAT",3,3,3723.00,420.00,2127.00,41.00,6713.00,27587.00,62.00,11.00,1400.00,596.00,605.00,0.00,10620.00,45.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"24/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46709.00,3.75,28.50,17.50,20.72,67.00,7.40,"SUN",3,3,4296.00,368.00,1987.00,36.00,5439.00,22095.00,43.00,6.00,1222.00,740.00,648.00,0.00,9792.00,37.00,"Range-18",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"22/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,61253.00,3.75,24.60,15.00,19.12,59.75,5.10,"FRI",2,3,4379.00,450.00,2403.00,54.00,7102.00,31045.00,89.00,8.00,1431.00,518.00,559.00,0.00,13181.00,34.00,"Range-23",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"21/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,37275.00,3.75,25.40,14.00,19.84,58.00,7.90,"TUR",1,3,2718.00,234.00,1490.00,20.00,3647.00,16958.00,30.00,2.00,832.00,424.00,430.00,0.00,10447.00,43.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"29/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53374.00,3.75,26.40,14.70,20.06,57.50,8.50,"FRI",2,3,4047.00,348.00,2167.00,47.00,6030.00,26220.00,55.00,7.00,1277.00,493.00,497.00,0.00,12155.00,31.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"28/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,32354.00,3.75,26.00,15.20,19.58,70.00,5.20,"TUR",1,3,2342.00,199.00,1415.00,12.00,3165.00,14273.00,17.00,7.00,741.00,434.00,355.00,0.00,9362.00,32.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"27/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,67487.00,3.75,23.40,15.50,18.62,70.75,7.30,"WED",1,3,4348.00,273.00,1910.00,52.00,4811.00,34986.00,82.00,6.00,843.00,404.00,382.00,0.00,19352.00,38.00,"Range-18",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"25/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,30082.00,3.75,27.20,15.90,21.14,51.25,8.40,"MON",1,3,2001.00,166.00,1150.00,6.00,2221.00,15938.00,25.00,1.00,596.00,353.00,365.00,0.00,7231.00,29.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"26/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,35411.00,3.75,26.50,16.60,21.46,45.00,2.50,"TUE",1,3,2220.00,181.00,1284.00,13.00,2514.00,18977.00,12.00,5.00,617.00,359.00,373.00,0.00,8825.00,31.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"30/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58749.00,3.75,26.80,15.10,20.18,72.00,6.60,"SAT",3,3,4083.00,397.00,2333.00,47.00,7018.00,29736.00,59.00,8.00,1447.00,627.00,664.00,0.00,12290.00,40.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"02/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58830.00,1.16,27.30,14.90,20.88,50.00,7.90,"MON",1,2,2985.00,266.00,1883.00,8.00,3839.00,32539.00,25.00,4.00,810.00,465.00,461.00,0.00,15495.00,50.00,"Range-17",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"01/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,49023.00,1.16,27.40,14.90,20.54,61.50,7.90,"SUN",3,2,4164.00,346.00,2107.00,52.00,5819.00,23736.00,37.00,6.00,1293.00,834.00,792.00,0.00,9797.00,40.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"03/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,34582.00,1.16,24.70,16.20,18.72,77.75,5.40,"TUE",1,2,2296.00,317.00,1138.00,14.00,2450.00,18163.00,13.00,4.00,600.00,356.00,311.00,0.00,8892.00,28.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"06/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,72289.00,1.16,26.60,15.30,20.00,57.00,5.50,"FRI",2,2,5470.00,701.00,2552.00,52.00,7503.00,37739.00,21.00,12.00,1431.00,470.00,561.00,0.00,15736.00,41.00,"Range-25",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"07/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,55398.00,1.16,25.20,14.00,19.50,54.25,7.60,"SAT",3,2,3884.00,685.00,2099.00,78.00,5785.00,29087.00,18.00,13.00,1487.00,567.00,601.00,0.00,11055.00,39.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"05/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36988.00,1.16,28.50,14.70,20.16,65.25,6.20,"TUR",1,2,2488.00,501.00,1513.00,16.00,3329.00,16711.00,23.00,3.00,827.00,398.00,361.00,0.00,10781.00,37.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"04/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,34434.00,1.16,23.70,15.50,17.94,82.25,5.70,"WED",1,2,2155.00,375.00,1291.00,37.00,2393.00,18312.00,18.00,5.00,608.00,368.00,362.00,0.00,8484.00,26.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"08/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,44899.00,1.16,27.70,18.40,21.62,50.75,8.50,"SUN",3,2,3659.00,522.00,1951.00,35.00,4695.00,22604.00,35.00,5.00,1119.00,647.00,567.00,0.00,9024.00,36.00,"Range-18",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"09/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,69166.00,1.16,25.20,14.70,17.82,72.25,5.40,"MON",1,2,4890.00,580.00,2351.00,68.00,3551.00,39112.00,40.00,13.00,1415.00,611.00,623.00,0.00,15875.00,37.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"10/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,32794.00,1.16,15.60,10.60,12.08,79.50,0.20,"TUE",1,2,2085.00,358.00,1140.00,32.00,1597.00,18226.00,28.00,3.00,554.00,366.00,294.00,0.00,8098.00,13.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"11/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,34905.00,1.16,15.50,9.70,11.78,76.25,3.00,"WED",1,2,2386.00,343.00,1187.00,22.00,1772.00,19331.00,21.00,2.00,517.00,361.00,288.00,0.00,8652.00,23.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"12/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,30744.00,1.16,19.40,9.60,12.98,68.50,8.20,"TUR",1,2,2175.00,419.00,1184.00,27.00,2227.00,14402.00,15.00,3.00,663.00,378.00,312.00,0.00,8920.00,19.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"13/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53519.00,1.16,23.60,9.10,15.74,61.50,7.90,"FRI",2,2,3880.00,759.00,1997.00,26.00,4371.00,28368.00,39.00,4.00,1195.00,460.00,476.00,0.00,11914.00,30.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"14/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57393.00,1.16,26.40,11.00,18.64,53.75,8.30,"SAT",3,2,3737.00,812.00,2147.00,83.00,5287.00,30690.00,50.00,8.00,1326.00,494.00,496.00,0.00,12222.00,41.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"15/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,30297.00,1.16,28.20,13.00,20.36,49.75,3.97,"SUN",3,2,2526.00,501.00,1221.00,6.00,2603.00,15633.00,30.00,4.00,674.00,295.00,286.00,0.00,6504.00,14.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"16/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,19889.00,1.16,28.30,14.30,20.68,54.00,7.80,"MON",1,2,1236.00,151.00,751.00,14.00,1076.00,11752.00,18.00,0.00,313.00,168.00,169.00,0.00,4223.00,18.00,"Range-05",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"17/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,31638.00,1.16,27.00,14.40,19.60,66.75,8.40,"TUE",1,2,1894.00,216.00,1069.00,28.00,1616.00,17740.00,7.00,4.00,557.00,336.00,290.00,0.00,7846.00,35.00,"Range-08",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"18/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,33507.00,1.16,27.80,13.70,20.40,66.00,8.40,"WED",1,2,2049.00,248.00,1288.00,35.00,1709.00,19276.00,23.00,2.00,618.00,330.00,326.00,0.00,7573.00,30.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"21/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58578.00,1.16,28.10,15.70,19.68,72.50,5.30,"SAT",3,2,3967.00,724.00,2384.00,98.00,5548.00,30835.00,41.00,5.00,1657.00,519.00,585.00,0.00,12179.00,36.00,"Range-23",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"22/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46064.00,1.16,22.10,15.00,17.52,79.50,2.00,"SUN",3,2,4051.00,512.00,2010.00,47.00,3775.00,23347.00,32.00,8.00,1388.00,677.00,562.00,0.00,9621.00,34.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"20/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,51520.00,1.16,28.70,15.00,21.56,56.00,8.40,"FRI",2,2,3207.00,658.00,1965.00,34.00,4404.00,27990.00,31.00,9.00,1521.00,453.00,494.00,0.00,10710.00,44.00,"Range-18",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"19/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,32435.00,1.16,28.10,15.00,20.76,62.75,8.40,"TUR",1,2,2316.00,316.00,1376.00,48.00,2323.00,15864.00,16.00,6.00,793.00,341.00,294.00,0.00,8718.00,24.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"23/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,31109.00,1.16,25.50,14.90,19.52,62.25,5.60,"MON",1,2,2092.00,262.00,1278.00,27.00,1624.00,17621.00,14.00,2.00,744.00,312.00,299.00,0.00,6792.00,42.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"24/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,31416.00,1.16,20.50,14.10,16.78,82.00,0.20,"TUE",1,2,2008.00,269.00,1123.00,30.00,1472.00,17697.00,15.00,7.00,653.00,312.00,271.00,0.00,7536.00,23.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"25/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,34329.00,1.16,23.80,14.90,17.84,77.00,4.60,"WED",1,2,2008.00,250.00,1179.00,16.00,1625.00,20151.00,13.00,0.00,672.00,294.00,283.00,0.00,7812.00,26.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"26/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,33303.00,1.16,25.50,14.90,18.84,70.25,7.30,"TUR",1,2,2075.00,387.00,1367.00,22.00,2157.00,16879.00,14.00,6.00,748.00,359.00,358.00,0.00,8909.00,22.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"27/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,52236.00,1.16,26.60,14.40,20.20,55.25,8.80,"FRI",2,2,3691.00,559.00,1936.00,19.00,4194.00,28747.00,21.00,1.00,1358.00,329.00,403.00,0.00,10947.00,31.00,"Range-18",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"28/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,59248.00,1.16,27.40,15.00,20.36,54.25,8.50,"SAT",3,2,4105.00,677.00,2165.00,44.00,4989.00,32420.00,50.00,6.00,1548.00,489.00,601.00,0.00,12116.00,38.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"30/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,37330.00,1.16,25.20,16.40,18.72,74.50,2.50,"MON",1,2,2522.00,248.00,1343.00,14.00,1550.00,21943.00,15.00,5.00,739.00,310.00,315.00,0.00,8300.00,26.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"31/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,39643.00,1.16,18.40,13.30,15.04,82.25,2.00,"TUE",1,2,2488.00,266.00,1438.00,14.00,1660.00,22746.00,23.00,3.00,724.00,357.00,302.00,0.00,9601.00,21.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"29/07/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,47817.00,1.16,29.20,16.10,22.58,42.00,5.20,"SUN",3,2,4061.00,529.00,2010.00,27.00,3571.00,25338.00,28.00,4.00,1477.00,635.00,575.00,0.00,9521.00,41.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"01/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,41631.00,3.75,14.50,12.50,13.36,86.75,3.97,"WED",1,1,2793.00,281.00,1414.00,15.00,1985.00,24700.00,16.00,0.00,690.00,390.00,297.00,0.00,9014.00,36.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"02/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,33969.00,5.00,17.10,12.40,14.90,89.75,3.97,"TUR",1,1,2319.00,133.00,1369.00,11.00,2781.00,17553.00,14.00,1.00,708.00,330.00,276.00,0.00,8446.00,28.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"03/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71212.00,3.75,16.20,13.60,15.16,92.50,3.97,"FRI",2,1,5512.00,475.00,2818.00,30.00,7263.00,38363.00,39.00,9.00,1487.00,629.00,569.00,0.00,13979.00,39.00,"Range-28",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"04/08/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,65852.00,17.60,20.40,14.20,17.22,75.00,1.90,"SAT",3,1,4828.00,434.00,2316.00,40.00,7096.00,35603.00,51.00,4.00,1311.00,519.00,576.00,0.00,13041.00,33.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
